,110029,161820,000985.CSI,399373.SZ,399372.SZ,399375.SZ,399374.SZ,399377.SZ,399376.SZ
日期,基金A,基金B,基金A基准,大盘价值,大盘成长,中盘价值,中盘成长,小盘价值,小盘成长
2017/8/10,3.3887 ,1.3522 ,4806.0408 ,6840.9808,3867.0218,6070.1663,4274.6342,6625.1570,5897.2765
2017/8/11,3.3507 ,1.3522 ,4720.9176 ,6722.5786,3783.3884,5908.6008,4233.6568,6444.2233,5825.1173
2017/8/14,3.4601 ,1.3522 ,4798.0178 ,6759.6911,3865.0354,5991.0182,4330.5331,6546.3748,5957.5384
2017/8/15,3.4914 ,1.3522 ,4814.0763 ,6801.6045,3868.5264,5985.4078,4351.2250,6562.5965,5988.9267
2017/8/16,3.4802 ,1.3522 ,4819.9563 ,6771.6356,3873.2987,5980.2374,4369.4177,6559.9880,6016.7879
2017/8/17,3.5195 ,1.3522 ,4852.5587 ,6797.5172,3894.5396,6035.5360,4384.3554,6607.0926,6048.7816
2017/8/18,3.4927 ,1.3522 ,4845.8601 ,6830.3568,3872.2678,6049.8340,4369.1133,6588.1015,6023.2504
2017/8/21,3.4994 ,1.3535 ,4875.8145 ,6851.0777,3898.1372,6093.0258,4393.3291,6646.7023,6060.6667
2017/8/22,3.4956 ,1.3535 ,4868.9969 ,6924.1736,3900.6453,6061.9200,4376.4391,6606.2665,6038.0845
2017/8/23,3.4742 ,1.3522 ,4854.1568 ,6965.7764,3908.8438,5997.8731,4356.6571,6540.5519,5996.4766
2017/8/24,3.4496 ,1.3522 ,4824.6008 ,6947.4349,3878.7164,5963.2635,4322.7149,6497.2017,5950.3816
2017/8/25,3.4940 ,1.3522 ,4887.1137 ,7093.7834,3946.0458,6032.8347,4350.9225,6575.7788,6005.8089
2017/8/28,3.5654 ,1.3522 ,4944.0749 ,7160.7742,4054.9547,6095.2426,4400.0918,6644.7008,6062.9871
2017/8/29,3.5524 ,1.3510 ,4934.6464 ,7168.5473,4028.1763,6083.9097,4380.4431,6647.8498,6046.5993
2017/8/30,3.5581 ,1.3510 ,4946.8265 ,7141.4379,4035.3679,6125.1011,4395.2519,6699.0557,6065.9687
2017/8/31,3.5823 ,1.3497 ,4947.9159 ,7079.0300,4046.0928,6124.2839,4403.6785,6707.7088,6080.4884
2017/9/1,3.6328 ,1.3510 ,4972.2475 ,7065.8975,4064.5328,6170.1809,4421.2100,6766.5630,6126.7415
2017/9/4,3.7090 ,1.3510 ,4996.9794 ,7077.1979,4080.0587,6176.0308,4460.5634,6764.1782,6197.8253
2017/9/5,3.7540 ,1.3510 ,5005.2707 ,7120.4681,4087.5115,6152.5930,4475.2392,6765.0698,6208.0655
2017/9/6,3.7923 ,1.3510 ,5014.3779 ,7087.7951,4086.5210,6157.6945,4490.5933,6777.7111,6255.4034
2017/9/7,3.7521 ,1.3510 ,4989.1836 ,7051.0376,4056.7752,6127.6023,4469.5093,6737.6383,6225.5061
2017/9/8,3.7668 ,1.3522 ,4993.1938 ,7033.7147,4044.8361,6133.2979,4465.1382,6764.3426,6229.6078
2017/9/11,3.8915 ,1.3522 ,5018.1863 ,7006.4177,4056.9028,6176.9838,4495.1561,6827.2287,6275.8167
2017/9/12,3.8217 ,1.3522 ,5020.0545 ,7041.0144,4068.6117,6184.7161,4479.1829,6844.2737,6264.1370
2017/9/13,3.8794 ,1.3535 ,5035.2995 ,7041.0772,4072.0566,6197.6232,4509.0012,6885.5341,6298.9788
2017/9/14,3.8462 ,1.3547 ,5023.9483 ,7013.2956,4052.7410,6207.9353,4512.5481,6869.1048,6282.9684
2017/9/15,3.8124 ,1.3547 ,5010.1514 ,7012.7796,4069.0915,6170.2750,4506.9758,6812.6169,6274.2287
2017/9/18,3.8513 ,1.3560 ,5036.7134 ,7012.9500,4105.6608,6195.0648,4537.5523,6853.5638,6319.1094
2017/9/19,3.8443 ,1.3560 ,5018.5388 ,7010.6465,4066.6745,6180.6252,4524.6436,6834.5249,6298.5437
2017/9/20,3.8708 ,1.3560 ,5046.2482 ,7003.0017,4096.5579,6242.2316,4550.7956,6884.2225,6335.4430
2017/9/21,3.8076 ,1.3560 ,5014.2392 ,7032.5660,4085.9049,6182.3626,4507.0672,6795.7447,6268.8273
2017/9/22,3.7984 ,1.3560 ,5001.3224 ,7055.7497,4091.2068,6135.9643,4493.1040,6745.4579,6240.2363
2017/9/25,3.7677 ,1.3572 ,4953.9933 ,7037.5320,4054.7727,6046.1705,4448.7774,6656.3030,6147.9776
2017/9/26,3.7588 ,1.3572 ,4962.0413 ,7023.4462,4050.9927,6086.6310,4431.5645,6688.8876,6152.3779
2017/9/27,3.7952 ,1.3572 ,4983.2351 ,7000.0840,4068.9626,6120.3385,4468.7184,6723.4358,6206.7523
2017/9/28,3.8127 ,1.3572 ,4973.8154 ,6979.4876,4060.2156,6084.5221,4478.1051,6691.4020,6181.0142
2017/9/29,3.8137 ,1.3572 ,5002.5525 ,6998.0239,4098.7731,6107.0096,4498.9762,6720.9787,6246.7480
2017/10/9,3.8488 ,1.3585 ,5060.3245 ,7078.5147,4151.0217,6177.5797,4558.2112,6796.3423,6293.8799
2017/10/10,3.8628 ,1.3585 ,5082.4602 ,7086.7292,4154.8151,6183.6471,4610.8882,6810.3547,6339.8865
2017/10/11,3.8580 ,1.3597 ,5080.5713 ,7119.4040,4177.4132,6170.2677,4612.7758,6804.8592,6287.8721
2017/10/12,3.8153 ,1.3597 ,5081.2726 ,7154.2422,4175.0753,6149.1654,4611.6526,6787.4168,6279.2637
2017/10/13,3.8344 ,1.3597 ,5100.5458 ,7147.2853,4184.9662,6184.0609,4658.4726,6817.2455,6321.4944
2017/10/16,3.7811 ,1.3597 ,5049.9771 ,7162.1572,4162.7427,6134.0589,4607.6442,6721.4534,6197.8809
2017/10/17,3.7748 ,1.3597 ,5047.1537 ,7172.8881,4162.9292,6130.1596,4620.7680,6714.1001,6199.4902
2017/10/18,3.7665 ,1.3597 ,5044.0904 ,7252.1263,4188.5251,6114.3645,4636.0779,6671.7364,6161.3005
2017/10/19,3.7824 ,1.3585 ,5010.8181 ,7254.0747,4141.3089,6056.3421,4607.3734,6631.0894,6118.5559
2017/10/20,3.8367 ,1.3585 ,5036.9319 ,7213.2270,4140.2615,6098.8973,4628.4090,6693.6709,6162.1839
2017/10/23,3.8504 ,1.3597 ,5054.8998 ,7196.3945,4135.9798,6144.5839,4668.4039,6733.6827,6203.6310
2017/10/24,3.8915 ,1.3610 ,5061.8769 ,7269.8154,4176.9013,6151.8884,4678.7331,6713.6162,6181.6549
2017/10/25,3.9046 ,1.3610 ,5089.6971 ,7287.9385,4199.9661,6185.4126,4702.1278,6765.8035,6211.8784
2017/10/26,3.9053 ,1.3610 ,5109.7816 ,7293.5657,4201.7232,6199.9059,4709.9373,6789.9632,6218.1210
2017/10/27,3.8832 ,1.3610 ,5109.6773 ,7398.2065,4197.1926,6157.1083,4692.9201,6766.0643,6172.7774
2017/10/30,3.8341 ,1.3597 ,5045.2554 ,7407.7639,4171.5276,6069.6845,4631.4140,6646.4739,6062.1359
2017/10/31,3.8947 ,1.3597 ,5062.0889 ,7363.5172,4161.1742,6103.9590,4663.0216,6681.4221,6108.3466
2017/11/1,3.9228 ,1.3597 ,5055.3742 ,7337.6548,4134.0941,6096.8878,4654.4776,6664.8603,6114.6544
2017/11/2,3.9056 ,1.3597 ,5026.9730 ,7352.3900,4149.1033,6047.6741,4624.9820,6618.9175,6059.7475
2017/11/3,3.8880 ,1.3597 ,5003.1744 ,7337.3862,4143.3137,5968.1535,4599.6692,6539.1912,6004.8002
2017/11/6,3.9353 ,1.3597 ,5047.0124 ,7326.7596,4179.5283,6022.3138,4665.0724,6632.4597,6060.3285
2017/11/7,3.9621 ,1.3597 ,5081.4051 ,7420.4788,4225.3621,6057.0080,4688.3168,6683.7805,6094.2035
2017/11/8,3.9710 ,1.3597 ,5083.4714 ,7407.4608,4237.3093,6078.2833,4689.0794,6676.2223,6107.4499
2017/11/9,3.9828 ,1.3597 ,5116.7880 ,7458.1070,4270.5291,6100.0478,4735.4367,6725.7435,6148.2300
2017/11/10,4.0383 ,1.3610 ,5145.6874 ,7527.1782,4316.1287,6103.0662,4783.6382,6752.7329,6172.5817
2017/11/13,4.0492 ,1.3597 ,5159.4242 ,7567.6301,4334.5852,6148.8798,4802.1688,6774.0695,6185.0609
2017/11/14,3.9413 ,1.3597 ,5122.5150 ,7545.1201,4286.3086,6117.4388,4737.5943,6730.7265,6149.2159
2017/11/15,3.8450 ,1.3585 ,5082.2569 ,7522.0664,4237.8472,6070.3194,4685.8404,6668.8735,6082.0840
2017/11/16,3.8734 ,1.3585 ,5100.8378 ,7579.1485,4252.8075,6085.0872,4743.5973,6693.9662,6092.9036
2017/11/17,3.7767 ,1.3585 ,5026.9865 ,7747.5080,4273.8892,5965.2564,4650.1266,6504.2346,5911.6696
2017/11/20,3.8635 ,1.3585 ,5055.0792 ,7783.1347,4303.3125,6004.7293,4749.5833,6544.1356,5949.2064
2017/11/21,3.8791 ,1.3585 ,5102.2850 ,7945.8383,4424.5724,6052.3464,4783.8496,6577.0644,5948.7493
2017/11/22,3.8705 ,1.3572 ,5105.4364 ,8012.4421,4415.1704,6062.2885,4769.3492,6544.7579,5947.5696
2017/11/23,3.7243 ,1.3572 ,4970.1983 ,7792.8795,4253.1787,5936.4991,4630.0407,6382.2867,5795.0370
2017/11/24,3.7103 ,1.3560 ,4973.5076 ,7810.6190,4250.8323,5963.8459,4604.0051,6394.9017,5785.6607
2017/11/27,3.6002 ,1.3560 ,4912.6597 ,7730.6436,4192.1637,5901.9763,4519.6180,6333.7117,5707.7126
2017/11/28,3.6739 ,1.3585 ,4952.6775 ,7665.6416,4207.4625,5975.5686,4591.3169,6436.4850,5797.0018
2017/11/29,3.6666 ,1.3597 ,4957.8938 ,7674.4451,4183.0025,6023.1101,4586.4982,6475.5162,5809.9387
2017/11/30,3.6044 ,1.3597 ,4913.7000 ,7586.6787,4147.1002,5960.8189,4524.0764,6424.1500,5760.8854
2017/12/1,3.6644 ,1.3597 ,4929.9166 ,7516.7466,4148.4895,5987.5598,4588.5442,6444.2838,5798.7557
2017/12/4,3.6720 ,1.3610 ,4921.5942 ,7565.1440,4162.4080,5961.0821,4576.5987,6412.1959,5760.1904
2017/12/5,3.5772 ,1.3622 ,4874.0173 ,7691.5946,4171.3007,5858.2731,4482.9098,6278.7062,5645.2885
2017/12/6,3.5922 ,1.3622 ,4878.7262 ,7592.9953,4157.3838,5883.3122,4511.2143,6308.8477,5697.4386
2017/12/7,3.5782 ,1.3622 ,4845.4794 ,7493.6649,4080.8742,5848.6561,4485.1274,6258.4129,5691.3471
2017/12/8,3.6315 ,1.3635 ,4889.2322 ,7546.7383,4111.9681,5891.1846,4546.3431,6328.7298,5751.0999
2017/12/11,3.7224 ,1.3635 ,4956.4752 ,7654.1684,4192.9085,5956.0085,4631.4600,6412.6998,5833.5040
2017/12/12,3.7176 ,1.3635 ,4902.4219 ,7525.8909,4139.1883,5906.1732,4608.1037,6357.6872,5789.5975
2017/12/13,3.7345 ,1.3635 ,4939.4375 ,7596.9946,4178.8195,5937.8146,4635.6090,6420.0260,5827.2968
2017/12/14,3.7148 ,1.3635 ,4927.6122 ,7541.2750,4133.4016,5944.0156,4621.6172,6440.1346,5828.8049
2017/12/15,3.6478 ,1.3635 ,4889.4432 ,7445.4496,4082.6844,5901.7046,4584.8828,6395.6284,5804.0792
2017/12/18,3.6190 ,1.3647 ,4876.2280 ,7482.5407,4081.5033,5892.4020,4551.2783,6382.3183,5758.4603
2017/12/19,3.6401 ,1.3647 ,4922.0943 ,7607.8608,4113.2328,5949.1611,4604.0407,6441.9193,5798.3243
2017/12/20,3.6257 ,1.3647 ,4896.1855 ,7599.2042,4099.1607,5903.7332,4570.3457,6407.2659,5743.1413
2017/12/21,3.6867 ,1.3647 ,4926.1749 ,7663.6603,4142.3088,5946.2458,4612.4686,6453.6006,5764.9492
2017/12/22,3.7100 ,1.3647 ,4915.8018 ,7631.5083,4126.8445,5961.5059,4609.0032,6467.7123,5766.4454
2017/12/25,3.6816 ,1.3647 ,4878.3071 ,7643.5035,4099.6993,5924.9893,4556.4061,6430.2231,5708.4488
2017/12/26,3.6644 ,1.3647 ,4899.3590 ,7672.4724,4097.6302,5976.8055,4565.8676,6468.4815,5728.7779
2017/12/27,3.6270 ,1.3647 ,4848.9619 ,7526.6171,4030.4286,5960.8645,4519.0106,6439.7756,5686.3368
2017/12/28,3.6283 ,1.3647 ,4873.3392 ,7546.0871,4057.5517,6004.6991,4535.6935,6474.9228,5686.3274
2017/12/29,3.6672 ,1.3647 ,4898.9029 ,7563.1767,4073.1731,6049.7903,4570.5396,6526.7452,5727.8329
2018/1/2,3.6765 ,1.3660 ,4959.1034 ,7718.7006,4121.3303,6163.6151,4620.2308,6652.2844,5792.2640
2018/1/3,3.7645 ,1.3672 ,4995.4131 ,7711.1969,4176.9856,6210.0594,4667.2326,6707.1554,5855.2312
2018/1/4,3.7830 ,1.3672 ,5013.8482 ,7730.1435,4203.9395,6232.7874,4671.3697,6777.5760,5884.2341
2018/1/5,3.7859 ,1.3672 ,5020.4897 ,7788.4143,4212.4870,6264.5105,4658.3313,6803.4579,5890.7672
2018/1/8,3.8028 ,1.3685 ,5038.7626 ,7828.9701,4246.2679,6324.6290,4662.0086,6879.5874,5903.3370
2018/1/9,3.7949 ,1.3685 ,5054.5320 ,7867.9791,4271.2956,6315.2845,4663.2820,6887.7006,5904.5033
2018/1/10,3.7703 ,1.3685 ,5049.1990 ,7963.4946,4277.7938,6271.8747,4632.2997,6847.7415,5868.1811
2018/1/11,3.7939 ,1.3685 ,5058.4504 ,7956.7167,4267.9154,6257.5047,4656.3559,6827.1471,5896.5778
2018/1/12,3.7763 ,1.3685 ,5057.9085 ,8036.9337,4294.1509,6264.6114,4639.5926,6830.5805,5867.8369
2018/1/15,3.6631 ,1.3685 ,4996.0638 ,8152.7492,4255.3959,6169.6238,4534.7482,6716.7295,5752.5224
2018/1/16,3.6726 ,1.3697 ,5030.0606 ,8210.4047,4294.6536,6286.9198,4553.6995,6833.6994,5774.8149
2018/1/17,3.6267 ,1.3697 ,5016.0030 ,8223.2334,4296.0642,6237.9193,4530.9105,6788.5105,5760.2650
2018/1/18,3.6487 ,1.3697 ,5035.3357 ,8311.8042,4310.6736,6266.0414,4516.3016,6857.7824,5776.2119
2018/1/19,3.6655 ,1.3697 ,5036.9905 ,8327.2243,4329.4651,6276.7648,4510.1591,6845.0549,5752.5036
2018/1/22,3.7131 ,1.3710 ,5091.0019 ,8402.2591,4421.6470,6323.9583,4579.8058,6924.6065,5834.8233
2018/1/23,3.7358 ,1.3710 ,5121.1896 ,8532.1462,4460.2316,6373.2531,4587.3760,6936.5267,5841.4448
2018/1/24,3.7705 ,1.3710 ,5139.4902 ,8524.7295,4492.9878,6384.3143,4651.7990,6946.8344,5886.5149
2018/1/25,3.7382 ,1.3710 ,5120.3940 ,8465.3577,4448.7612,6387.8494,4630.2378,6919.9796,5867.5128
2018/1/26,3.7391 ,1.3710 ,5126.6116 ,8529.2793,4462.2720,6418.8283,4642.9082,6936.2234,5871.5894
2018/1/29,3.6725 ,1.3722 ,5048.6675 ,8408.4849,4371.8303,6369.9652,4576.8513,6877.6157,5808.4025
2018/1/30,3.7104 ,1.3722 ,5017.2049 ,8266.1408,4324.7473,6337.3871,4569.9984,6880.6904,5809.7205
2018/1/31,3.6834 ,1.3722 ,4974.3453 ,8370.7248,4317.6432,6281.0695,4483.9175,6793.5305,5721.8917
2018/2/1,3.6012 ,1.3722 ,4864.4570 ,8424.2004,4277.9618,6101.7113,4343.7068,6604.3725,5555.7304
2018/2/2,3.6233 ,1.3735 ,4874.8097 ,8468.2211,4302.2009,6168.7742,4356.0075,6641.9059,5553.0012
2018/2/5,3.5325 ,1.3735 ,4868.8127 ,8570.8490,4253.1034,6234.2147,4333.2889,6673.0905,5515.5601
2018/2/6,3.3695 ,1.3735 ,4680.8287 ,8379.5371,4086.4455,5957.3897,4154.5591,6359.8559,5299.3807
2018/2/7,3.3358 ,1.3747 ,4627.0953 ,8104.6457,3986.0502,5887.2598,4147.5027,6308.1363,5311.4736
2018/2/8,3.3883 ,1.3747 ,4629.5397 ,7902.9028,4010.4865,5878.1639,4205.0122,6341.0185,5372.4420
2018/2/9,3.3160 ,1.3760 ,4457.4559 ,7551.8376,3835.9773,5564.8183,4079.6879,6068.0776,5213.9795
2018/2/12,3.4906 ,1.3760 ,4540.0060 ,7572.5297,3925.1082,5659.7667,4181.3270,6216.0974,5363.3145
2018/2/13,3.5022 ,1.3760 ,4574.7910 ,7701.9411,3958.3172,5707.7146,4193.6877,6282.6423,5387.1190
2018/2/14,3.5414 ,1.3772 ,4600.6075 ,7780.8582,3991.3249,5735.0852,4192.2534,6321.2534,5398.8928
2018/2/22,3.6141 ,1.3785 ,4692.0328 ,7928.5394,4073.7165,5845.8436,4279.4036,6457.1041,5489.9933
2018/2/23,3.6177 ,1.3785 ,4709.7266 ,7985.8660,4074.5342,5885.4347,4278.8534,6481.5684,5493.2596
2018/2/26,3.7418 ,1.3797 ,4787.1952 ,8026.9933,4157.3932,5965.4884,4372.0921,6590.5858,5622.8598
2018/2/27,3.7425 ,1.3797 ,4752.8944 ,7852.2555,4088.6695,5888.4039,4368.7673,6516.9498,5627.2670
2018/2/28,3.7797 ,1.3810 ,4739.0741 ,7748.3054,4074.7626,5900.2985,4377.3091,6518.6317,5637.7672
2018/3/1,3.8735 ,1.3810 ,4782.6534 ,7773.2674,4107.3985,5926.2828,4433.0397,6553.2291,5700.5740
2018/3/2,3.8207 ,1.3810 ,4751.9418 ,7724.4136,4066.4135,5887.6467,4401.1752,6510.8472,5667.2236
2018/3/5,3.8675 ,1.3810 ,4761.8948 ,7715.9161,4070.9311,5871.2707,4427.2845,6457.8871,5676.3111
2018/3/6,3.8949 ,1.3822 ,4816.9180 ,7796.8745,4117.4867,5985.6670,4473.7440,6594.5933,5739.2751
2018/3/7,3.8817 ,1.3822 ,4781.9626 ,7779.4358,4068.8843,5927.4290,4451.8054,6517.4146,5698.5743
2018/3/8,3.8873 ,1.3822 ,4822.6829 ,7859.2020,4112.1730,5989.7529,4488.5467,6557.0729,5716.8185
2018/3/9,3.9798 ,1.3822 ,4876.4599 ,7882.6167,4171.5519,6021.6141,4565.6453,6602.8488,5811.0777
2018/3/12,4.0537 ,1.3835 ,4923.4298 ,7884.0013,4214.4503,6074.5799,4632.3135,6678.0049,5891.2137
2018/3/13,4.0048 ,1.3835 ,4889.9246 ,7834.9851,4178.9750,6025.2192,4599.3167,6641.4031,5859.7848
2018/3/14,3.9748 ,1.3835 ,4854.0015 ,7786.6726,4150.2472,5988.5473,4543.4793,6611.6694,5788.7683
2018/3/15,4.0002 ,1.3835 ,4860.0680 ,7833.8602,4173.3947,5977.1829,4556.2116,6579.5482,5770.8628
2018/3/16,3.9471 ,1.3835 ,4828.5021 ,7771.8582,4109.4428,5953.5147,4517.1003,6552.0036,5743.0546
2018/3/19,3.9718 ,1.3835 ,4843.5870 ,7807.0897,4105.5807,5917.9640,4548.4973,6507.9029,5754.1593
2018/3/20,3.9926 ,1.3835 ,4851.7320 ,7822.2386,4101.7320,5933.3762,4572.7650,6515.7293,5775.0643
2018/3/21,3.9527 ,1.3847 ,4825.0029 ,7790.8916,4081.0588,5909.5410,4537.2201,6475.0057,5724.0220
2018/3/22,3.9299 ,1.3847 ,4796.0952 ,7715.7950,4029.1784,5875.8174,4510.6778,6441.8083,5690.2968
2018/3/23,3.7451 ,1.3872 ,4604.8980 ,7538.7448,3880.0223,5629.3629,4319.3680,6117.1490,5413.9271
2018/3/26,3.8656 ,1.3885 ,4627.5583 ,7376.1719,3878.5621,5662.4568,4415.3398,6195.1908,5529.5579
2018/3/27,3.9774 ,1.3897 ,4703.1006 ,7377.0036,3939.2158,5748.5734,4528.0955,6278.6581,5658.6820
2018/3/28,3.9098 ,1.3897 ,4643.2480 ,7256.2940,3859.0893,5670.6450,4486.2568,6191.1136,5609.1535
2018/3/29,3.8939 ,1.3910 ,4693.3021 ,7405.3926,3919.8893,5750.8486,4498.2942,6292.6386,5655.3574
2018/3/30,3.9847 ,1.3910 ,4731.0301 ,7350.8530,3931.5516,5780.2516,4593.0005,6315.5664,5746.2899
2018/4/2,3.9514 ,1.3922 ,4732.8294 ,7307.1012,3906.3249,5766.8637,4594.3320,6322.4436,5760.8739
2018/4/3,3.9098 ,1.3922 ,4695.6849 ,7268.2817,3891.7023,5713.0994,4550.4002,6249.7561,5696.6545
2018/4/4,3.8316 ,1.3935 ,4676.6132 ,7265.5617,3886.3092,5676.3092,4499.1540,6219.3532,5640.3214
2018/4/9,3.8494 ,1.3960 ,4677.9682 ,7271.2903,3865.7373,5647.8563,4494.9370,6201.8481,5649.9901
2018/4/10,3.9062 ,1.3972 ,4728.0297 ,7467.6855,3941.3058,5740.7826,4516.9530,6299.5976,5675.7843
2018/4/11,3.9052 ,1.3972 ,4747.4684 ,7495.6726,3955.6159,5769.1451,4529.7567,6337.5231,5720.1960
2018/4/12,3.8656 ,1.3985 ,4711.4805 ,7396.1443,3910.3678,5729.7197,4527.2773,6294.3243,5693.2188
2018/4/13,3.8421 ,1.3997 ,4688.6227 ,7342.0774,3882.3335,5704.9486,4510.2760,6269.8229,5669.0908
2018/4/16,3.8200 ,1.4010 ,4643.9193 ,7157.3015,3806.4668,5632.3290,4516.7700,6199.1697,5657.7655
2018/4/17,3.6976 ,1.4022 ,4558.2226 ,7096.0283,3753.2986,5539.4377,4397.1321,6090.7896,5536.7272
2018/4/18,3.7471 ,1.4085 ,4598.0602 ,7138.8417,3773.2631,5585.6081,4470.8080,6123.3961,5607.5493
2018/4/19,3.7606 ,1.4097 ,4634.6593 ,7220.9174,3841.0334,5620.8236,4485.2810,6184.1513,5625.1975
2018/4/20,3.7226 ,1.4097 ,4556.7109 ,7156.6731,3759.9744,5512.8481,4425.2895,6036.6853,5493.5101
2018/4/23,3.6883 ,1.4097 ,4537.2003 ,7205.7059,3789.3638,5496.8601,4380.9864,6020.7123,5421.5879
2018/4/24,3.7863 ,1.4097 ,4632.3987 ,7358.2310,3877.3475,5607.1701,4484.6873,6164.2150,5556.8379
2018/4/25,3.8091 ,1.4097 ,4630.3431 ,7285.6070,3869.4807,5590.5214,4502.7915,6147.6200,5560.3491
2018/4/26,3.7098 ,1.4085 ,4543.7824 ,7160.8122,3754.6222,5513.6754,4419.1144,6034.5741,5458.3497
2018/4/27,3.7609 ,1.4072 ,4548.4216 ,7142.5545,3750.1678,5527.8212,4454.0717,6046.7258,5481.2460
2018/5/2,3.7797 ,1.4060 ,4546.1192 ,7150.8632,3760.8481,5536.8251,4441.8385,6085.7920,5462.7661
2018/5/3,3.8223 ,1.4060 ,4584.5982 ,7187.1018,3822.4216,5579.2647,4470.3368,6127.3550,5510.3009
2018/5/4,3.8260 ,1.4047 ,4571.3968 ,7134.0334,3793.2176,5592.0412,4481.9123,6133.4620,5487.5819
2018/5/7,3.9286 ,1.4047 ,4647.0606 ,7211.8453,3853.6208,5677.9977,4551.6953,6271.6961,5593.6307
2018/5/8,3.9395 ,1.4047 ,4685.0942 ,7328.3332,3899.2386,5707.7914,4538.9893,6306.4085,5609.5764
2018/5/9,3.9619 ,1.4035 ,4679.3373 ,7320.0896,3885.4766,5693.2545,4531.0391,6295.9645,5586.8058
2018/5/10,3.9765 ,1.4035 ,4701.3282 ,7341.9850,3910.2276,5726.5520,4540.7024,6326.2519,5608.4013
2018/5/11,3.9586 ,1.4022 ,4666.4965 ,7328.9715,3882.1893,5679.8317,4468.9526,6289.4684,5556.2029
2018/5/14,3.9448 ,1.4022 ,4675.5903 ,7409.1186,3939.2000,5688.6239,4474.8777,6270.7712,5507.9420
2018/5/15,4.0359 ,1.4022 ,4707.8908 ,7402.7853,3947.6876,5738.3893,4540.1411,6330.7666,5565.5640
2018/5/16,4.0101 ,1.4010 ,4681.0947 ,7310.6189,3922.2820,5723.5109,4533.4341,6326.0878,5529.8211
2018/5/17,3.9504 ,1.4010 ,4653.7711 ,7267.4345,3886.2943,5712.4012,4503.0659,6309.1902,5499.4848
2018/5/18,3.9573 ,1.4022 ,4685.8993 ,7366.1278,3916.1166,5733.2021,4502.4104,6366.6042,5524.9338
2018/5/21,4.0118 ,1.4022 ,4726.0736 ,7380.1412,3949.3775,5775.9675,4549.6136,6426.3462,5592.7289
2018/5/22,4.0524 ,1.4035 ,4727.2363 ,7313.5284,3922.4788,5778.9132,4572.5242,6448.0448,5617.6225
2018/5/23,4.0072 ,1.4035 ,4670.0152 ,7210.2194,3860.6008,5709.6609,4537.3342,6338.2438,5546.9420
2018/5/24,3.9883 ,1.4047 ,4646.7870 ,7156.2116,3822.2687,5683.5827,4520.7165,6316.5334,5517.8277
2018/5/25,3.9167 ,1.4047 ,4614.4738 ,7155.4567,3783.1435,5643.5484,4466.9149,6268.0500,5430.3464
2018/5/28,3.9220 ,1.4060 ,4609.7398 ,7182.1359,3808.0935,5619.7378,4461.2998,6269.7332,5391.2475
2018/5/29,3.8378 ,1.4060 ,4572.1525 ,7153.7758,3774.2450,5586.1432,4387.2778,6198.5936,5343.4767
2018/5/30,3.7401 ,1.4072 ,4454.4589 ,6995.8401,3680.0548,5426.8382,4282.1596,6057.9096,5207.4241
2018/5/31,3.7976 ,1.4072 ,4533.6729 ,7135.4667,3775.4360,5519.4357,4344.0037,6176.5179,5277.9453
2018/6/1,3.7190 ,1.4072 ,4488.9226 ,7104.9504,3742.6531,5481.4121,4275.9777,6095.2782,5198.6876
2018/6/4,3.6599 ,1.4072 ,4505.8539 ,7222.0827,3765.1294,5487.2566,4261.7984,6104.6636,5167.2867
2018/6/5,3.7349 ,1.4072 ,4564.6172 ,7252.2495,3814.4443,5550.2819,4348.6476,6166.2365,5253.7833
2018/6/6,3.7269 ,1.4072 ,4562.4415 ,7218.9088,3798.1475,5553.6443,4348.3415,6151.6730,5257.1607
2018/6/7,3.6788 ,1.4059 ,4542.5294 ,7223.0706,3797.5350,5527.2472,4304.9161,6136.3237,5210.8121
2018/6/8,3.6764 ,1.4059 ,4486.6335 ,7115.5495,3751.1824,5435.1138,4260.4255,6055.6529,5157.8092
2018/6/11,3.6365 ,1.4059 ,4468.8355 ,7156.1272,3762.0807,5421.5999,4221.7910,6010.2292,5114.4341
2018/6/12,3.6580 ,1.4059 ,4515.1243 ,7224.9559,3806.0961,5486.8197,4265.7616,6103.4767,5174.5166
2018/6/13,3.5913 ,1.4059 ,4457.3582 ,7199.5142,3752.2815,5424.8039,4199.4474,6029.8151,5103.6884
2018/6/14,3.5646 ,1.4059 ,4439.1947 ,7199.5128,3726.6403,5404.0423,4181.4278,6006.2893,5069.7127
2018/6/15,3.5018 ,1.4059 ,4380.6603 ,7225.4480,3698.8163,5342.6348,4095.8899,5933.4795,4973.8563
2018/6/19,3.3124 ,1.4072 ,4161.5112 ,7072.8432,3525.4761,5051.9877,3898.4274,5571.5838,4668.8753
2018/6/20,3.3685 ,1.4072 ,4192.0483 ,7040.1291,3536.8530,5101.7502,3950.5524,5659.9544,4726.1482
2018/6/21,3.2919 ,1.4072 ,4120.4021 ,6998.3676,3467.1418,5048.7230,3858.3568,5589.8548,4626.1148
2018/6/22,3.3708 ,1.4085 ,4157.4647 ,6988.3736,3501.1211,5098.9934,3910.4738,5658.5171,4687.1872
2018/6/25,3.3807 ,1.4085 ,4118.8341 ,6853.8304,3455.6168,5047.8857,3881.1087,5627.7820,4650.7930
2018/6/26,3.4117 ,1.4085 ,4117.6218 ,6748.8668,3460.4178,5008.9798,3893.0833,5608.0012,4684.9039
